"","V0","V1","V2"
"4558","herds",10905,5
"4559","hindi",8659,4
"4560","hindu",7794,5
"4561","holds",9450,5
"4562","hondo",8735,4
"4563","hoods",9759,4
"4564","horde",10393,5
"4565","howdy",6124,5
"4566","hurdy",7060,5
"4567","imide",10438,4
"4568","kinds",8905,5
"4569","kundt",7056,5
"4570","leeds",13063,4
"4571","lendl",10585,4
"4572","lends",11406,5
"4573","lindy",8426,5
"4574","lords",10774,5
"4575","mends",10514,5
"4576","minds",9331,5
"4577","misdo",9843,5
"4578","molds",9572,5
"4579","moldy",7775,5
"4580","moods",9881,4
"4581","moody",8084,4
"4582","needs",12860,4
"4583","needy",11063,4
"4584","outdo",9195,4
"4585","oxide",9546,5
"4586","pieds",10951,5
"4587","ponds",9332,5
"4588","pride",10440,5
"4589","prods",9845,5
"4590","prude",9575,5
"4591","reeds",13373,4
"4592","reedy",11576,4
"4593","rhode",10393,5
"4594","rinds",10533,5
"4595","rondo",10059,4
"4596","rowdy",7448,5
"4597","seeds",13884,3
"4598","seedy",12087,4
"4599","sends",12227,4
"4600","sheds",11416,4
"4601","skids",9929,4
"4602","sleds",12430,4
"4603","slide",11880,5
"4604","snide",11677,5
"4605","soldi",10735,5
"4606","soldo",10773,4
"4607","spode",10989,5
"4608","studs",10219,4
"4609","study",8422,5
"4610","suede",12469,4
"4611","swede",11534,4
"4612","tends",11243,5
"4613","tilde",10896,5
"4614","tondi",9548,5
"4615","tondo",9586,4
"4616","uredo",10813,5
"4617","veldt",9015,5
"4618","verde",10942,4
"4619","verdi",9759,5
"4620","voids",9125,5
"4621","weeds",11534,4
"4622","weedy",9737,4
"4623","welds",10080,5
"4624","wendy",8080,5
"4625","wilde",9530,5
"4626","winds",8694,5
"4627","windy",6897,5
"4628","woods",9244,4
"4629","woody",7447,4
"4630","words",9245,5
"4631","wordy",7448,5
"4632","egged",9884,3
"4633","emend",11147,4
"4634","equid",8509,5
"4635","felid",9591,5
"4636","fetid",9428,5
"4637","field",9591,5
"4638","fiend",9388,5
"4639","filed",9591,5
"4640","fined",9388,5
"4641","fiord",8756,5
"4642","fired",9901,5
"4643","fixed",7769,5
"4644","fjord",6617,5
"4645","flied",9591,5
"4646","flood",8484,4
"4647","floyd",7199,5
"4648","fluid",7543,5
"4649","found",7378,5
"4650","freed",11084,4
"4651","freud",9036,5
"4652","fried",9901,5
"4653","frond",8282,5
"4654","fumed",7834,5
"4655","fused",9547,5
"4656","gelid",9880,5
"4657","glued",9015,5
"4658","gould",7870,5
"4659","gourd",8180,5
"4660","greed",11373,4
"4661","grind",8533,5
"4662","guild",7832,5
"4663","guyed",8039,5
"4664","herod",10393,5
"4665","hexed",9406,4
"4666","hiked",8727,5
"4667","hired",10355,5
"4668","hived",8435,5
"4669","holed",10083,5
"4670","honed",9880,5
"4671","hoped",9154,5
"4672","hound",7832,5
"4673","humid",7105,5
"4674","hyoid",7924,5
"4675","inked",9538,5
"4676","ivied",9720,4
"4677","keyed",9948,4
"4678","kited",9578,5
"4679","liked",9741,5
"4680","lined",10856,5
"4681","lipid",8947,4
"4682","lived",9449,5
"4683","livid",8266,4
"4684","lloyd",8667,4
"4685","lopid",8985,5
"4686","loved",9487,5
"4687","lured",10504,5
"4688","lurid",9321,5
"4689","meted",11187,4
"4690","mimed",9275,4
"4691","mined",9964,5
"4692","mired",10477,5
"4693","mirid",9294,4
"4694","mixed",8345,5
"4695","monod",8857,4
"4696","moped",9276,5
"4697","mould",8157,5
"4698","mound",7954,5
"4699","moved",8595,5
"4700","mowed",8676,5
"4701","muted",9139,5
"4702","myoid",8046,5
"4703","nefud",8523,5
"4704","nitid",9510,4
"4705","nixed",9034,5
"4706","njord",7882,5
"4707","nosed",11715,5
"4708","noted",10731,5
"4709","oiled",11368,5
"4710","oohed",10392,4
"4711","ootid",10060,4
"4712","oozed",9560,4
"4713","opted",10005,5
"4714","outed",10340,5
"4715","ovoid",8613,4
"4716","owned",9365,5
"4717","piked",8812,5
"4718","piled",10130,5
"4719","pined",9927,5
"4720","piped",9201,4
"4721","plied",10130,5
"4722","poked",8850,5
"4723","posed",10989,5
"4724","pound",7917,5
"4725","pried",10440,5
"4726","proud",8430,5
"4727","pseud",10086,5
"4728","resid",12190,5
"4729","rigid",9007,4
"4730","riled",11369,5
"4731","rimed",10477,5
"4732","roped",10478,5
"4733","rosid",11045,5
"4734","round",9156,5
"4735","rowed",9878,5
"4736","ruled",10504,5
"4737","sewed",11534,4
"4738","sexed",11241,4
"4739","shend",10392,5
"4740","sherd",10905,5
"4741","shied",10866,5
"4742","shoed",10904,5
"4743","shred",10905,5
"4744","sired",12190,5
"4745","sited",11717,5
"4746","sized",10034,5
"4747","skied",10562,5
"4748","skuld",8243,5
"4749","snood",10570,4
"4750","soled",11918,5
"4751","solid",10735,5
"4752","sound",9667,5
"4753","sowed",10389,5
"4754","speed",12134,4
"4755","spend",10477,5
"4756","spied",10951,5
"4757","squid",7876,5
"4758","steed",12900,4
"4759","stied",11717,5
"4760","stood",10610,4
"4761","sword",9245,5
"4762","synod",9285,5
"4763","teiid",11167,4
"4764","tepid",9967,5
"4765","third",8738,5
"4766","tiled",10896,5
"4767","timed",10004,5
"4768","timid",8821,4
"4769","tined",10693,5
"4770","tired",11206,5
"4771","toned",10731,5
"4772","towed",9405,5
"4773","treed",12389,4
"4774","trend",10732,5
"4775","tried",11206,5
"4776","tumid",7956,5
"4777","tuned",9828,5
"4778","tweed",10550,4
"4779","typed",8720,5
"4780","unfed",8523,5
"4781","unwed",8462,5
"4782","upend",9062,5
"4783","upped",8336,4
"4784","urged",9325,5
"4785","vexed",8810,4
"4786","vivid",6656,3
"4787","voted",9324,5
"4788","vowed",7958,5
"4789","weird",9840,5
"4790","wield",9530,5
"4791","wined",9327,5
"4792","wiped",8601,5
"4793","wired",9840,5
"4794","wised",10351,5
"4795","wooed",9877,4
"4796","world",8424,5
"4797","would",7520,5
"4798","wound",7317,5
"4799","wowed",8039,4
"4800","wried",9840,5
"4801","yield",10083,5
"4802","zooid",8377,4
"4803","eerie",15073,3
"4804","efrem",10988,4
"4805","egest",12517,4
"4806","egger",10990,3
"4807","egret",12006,4
"4808","egypt",8337,5
"4809","eigen",11927,4
"4810","eight",9499,5
"4811","elegy",10883,4
"4812","elemi",12417,4
"4813","elfin",10184,5
"4814","elgin",10473,5
"4815","eliel",13309,3
"4816","elihu",10247,5
"4817","elint",11489,5
"4818","eliot",12001,5
"4819","elite",13146,4
"4820","ellen",12835,3
"4821","ellis",12676,4
"4822","ellul",10990,3
"4823","elmer",12456,4
"4824","elope",12418,4
"4825","elops",11785,5
"4826","elute",12281,4
"4827","elver",11738,4
"4828","elves",12249,4
"4829","elvis",11066,5
"4830","elwyn",8876,5
"4831","emeer",13910,3
"4832","emery",11480,4
"4833","emile",12417,4
"4834","emily",9987,5
"4835","emits",11621,5
"4836","emmer",11564,3
"4837","emmet",11091,3
"4838","emote",12292,4
"4839","empty",8624,5
"4840","enemy",10967,4
"4841","enets",13493,4
"4842","enjoy",8846,5
"4843","enlil",11652,4
"4844","ennui",10855,4
"4845","enrol",12000,5
"4846","ensis",13294,4
"4847","ensky",9908,5
"4848","ensue",13062,4
"4849","enter",12982,4
"4850","entry",10552,5
"4851","entsi",12310,5
"4852","entsy",11063,5
"4853","enuki",9740,5
"4854","envoi",10351,5
"4855","envoy",9104,5
"4856","eosin",12782,5
"4857","epees",14384,3
"4858","ephor",10260,5
"4859","epoxy",8166,5
"4860","eprom",10382,5
"4861","epsom",10893,5
"4862","equip",8376,5
"4863","equus",9261,4
"4864","eresh",13155,4
"4865","ergot",10861,5
"4866","ergun",9918,5
"4867","ernst",12349,5
"4868","erose",14478,4
"4869","error",12823,3
"4870","erupt",10208,5
"4871","erwin",10433,5
"4872","esker",12851,4
"4873","espoo",12094,4
"4874","essen",14477,3
"4875","essex",12858,3
"4876","ester",14006,4
"4877","estop",11622,5
"4878","ethel",11861,4
"4879","ether",12171,4
"4880","ethos",11537,5
"4881","ethyl",9431,5
"4882","euler",12754,4
"4883","evenk",9907,4
"4884","event",11062,4
"4885","evers",12559,4
"4886","evert",11575,4
"4887","every",10762,4
"4888","evils",11066,5
"4889","evoke",10419,4
"4890","ewing",8944,5
"4891","exert",11363,4
"4892","exile",11487,4
"4893","exist",10691,5
"4894","exits",10691,5
"4895","exons",10689,5
"4896","expel",10287,4
"4897","extol",9908,5
"4898","exult",9005,5
"4899","eyrie",12643,4
"4900","eyrir",11499,4
"4901","feels",12391,4
"4902","feign",9005,5
"4903","feint",10021,5
"4904","feist",11045,5
"4905","felis",11208,5
"4906","felix",8565,5
"4907","feliz",8541,5
"4908","fells",10937,4
"4909","felly",9140,4
"4910","felon",10222,5
"4911","felos",11246,5
"4912","femme",9786,3
"4913","femur",8940,5
"4914","feoff",7489,3
"4915","fermi",9805,5
"4916","ferns",11044,5
"4917","ferny",9247,5
"4918","ferry",9760,4
"4919","fesse",13212,3
"4920","fetor",10572,5
"4921","fetus",10180,5
"4922","fever",10270,4
"4923","fewer",10351,4
"4924","geert",12006,4
"4925","geese",14134,3
"4926","gelly",9429,4
"4927","genes",12477,4
"4928","genet",11493,4
"4929","genie",11927,4
"4930","genii",10744,4
"4931","genip",9544,5
"4932","genre",11966,4
"4933","gents",10860,5
"4934","genus",10429,5
"4935","georg",9845,4
"4936","germs",10644,5
"4937","germy",8847,5
"4938","gesso",12356,4
"4939","getup",8719,5
"4940","heels",12845,4
"4941","hefty",7963,5
"4942","hegel",10845,4
"4943","heinz",8792,5
"4944","heirs",11972,5
"4945","heist",11499,5
"4946","helen",11821,4
"4947","helix",9019,5
"4948","hello",10879,4
"4949","helms",10499,5
"4950","helot",10716,5
"4951","helps",10462,5
"4952","helve",10414,4
"4953","hemin",9746,5
"4954","henri",10948,5
"4955","henry",9701,5
"4956","heron",10986,5
"4957","heros",12010,5
"4958","hertz",8871,5
"4959","hesse",13666,3
"4960","hewer",10805,4
"4961","heyse",11869,4
"4962","jeers",12301,4
"4963","jello",10025,4
"4964","jelly",8740,4
"4965","jemmy",6956,4
"4966","jenny",8334,4
"4967","jerez",9634,4
"4968","jerks",9529,5
"4969","jerky",7732,5
"4970","jerom",9443,5
"4971","jerry",9360,4
"4972","jesse",12812,3
"4973","jesus",10764,4
"4974","jetty",8414,4
"4975","jeune",10373,4
"4976","jewel",9641,4
"4977","jewry",7521,5
"4978","keeps",11612,4
"4979","kegel",10541,4
"4980","keith",9360,5
"4981","kelly",9290,4
"4982","kelps",10158,5
"4983","kelpy",8361,5
"4984","kempt",8282,5
"4985","kenzo",8526,5
"4986","keogh",8382,5
"4987","kerry",9910,4
"4988","kesey",11565,4
"4989","leeks",12541,4
"4990","leery",12372,4
"4991","lefty",8977,5
"4992","leger",12169,4
"4993","leges",12680,4
"4994","leggy",8250,4
"4995","leigh",9662,5
"4996","lemon",10798,5
"4997","lemur",10408,5
"4998","lenes",13656,4
"4999","lenin",11449,4
"5000","lenis",12473,5
"5001","lense",13656,4
"5002","lente",12672,4
"5003","lento",11527,5
"5004","leone",13144,4
"5005","leper",12419,4
"5006","leppy",8750,4
"5007","lepus",10882,5
"5008","leroi",12474,5
"5009","lerot",12040,5
"5010","leroy",11227,5
"5011","lethe",11861,4
"5012","letup",9898,5
"5013","levee",12882,3
"5014","level",11428,3
"5015","lever",11738,4
"5016","levis",11066,5
"5017","lewis",11147,5
"5018","lexis",10854,5
"5019","leyte",11899,4
"5020","meets",12804,4
"5021","meiji",9366,4
"5022","melee",13600,3
"5023","meles",12967,4
"5024","melon",10798,5
"5025","melts",11350,5
"5026","memel",11254,3
"5027","memos",10930,4
"5028","mensh",10296,5
"5029","menus",10716,5
"5030","merge",11277,4
"5031","merit",11110,5
"5032","merle",12456,4
"5033","merry",10336,4
"5034","meryl",10026,5
"5035","mesne",12764,4
"5036","meson",11619,5
"5037","messy",11358,4
"5038","meter",12293,4
"5039","metis",11621,5
"5040","metre",12293,4
"5041","metro",11148,5
"5042","meuse",12373,4
"5043","meyer",11480,4
"5044","mezzo",7309,4
"5045","negev",10046,4
"5046","negro",10821,5
"5047","negus",10429,5
"5048","nehru",10083,5
"5049","neigh",9459,5
"5050","nerve",11535,4
"5051","nervi",10352,5
"5052","nervy",9105,5
"5053","nests",12860,4
"5054","neuro",11406,5
"5055","never",11535,4
"5056","nevil",10042,5
"5057","nevis",10863,5
"5058","nevus",9998,5
"5059","newel",11306,4
"5060","newly",8876,5
"5061","newsy",9697,5
"5062","newts",10510,5
"5063","nexus",9786,5
"5064","peels",12930,4
"5065","peers",13240,4
"5066","peeve",11953,3
"5067","pekoe",11100,4
"5068","pelew",10580,4
"5069","pelts",11313,5
"5070","penes",12727,4
"5071","pengo",9582,5
"5072","penis",11544,5
"5073","penne",11703,3
"5074","penni",10520,4
"5075","penny",9273,4
"5076","peony",9785,5
"5077","pepin",9794,4
"5078","peppy",7821,3
"5079","pepsi",10818,4
"5080","pepto",9872,4
"5081","pepys",9571,4
"5082","peril",11236,5
"5083","perky",8671,5
"5084","perms",10894,5
"5085","peron",11071,5
"5086","perry",10299,4
"5087","perth",9788,5
"5088","pesky",9182,5
"5089","pesto",11622,5
"5090","pests",12134,4
"5091","peter",12256,4
"5092","petit",10600,4
"5093","petri",11073,5
"5094","petty",9353,4
"5095","pewee",12034,3
"5096","pewit",9234,5
"5097","peyer",11443,4
"5098","qepiq",7014,4
"5099","reefs",12701,4
"5100","reefy",10904,4
"5101","reeks",12851,4
"5102","reels",14169,4
"5103","reeve",13192,3
"5104","refer",12190,3
"5105","refit",10534,5
"5106","regur",10431,4
"5107","reify",9721,5
"5108","reign",10783,5
"5109","reims",12094,5
"5110","reins",12783,5
"5111","rejig",9118,5
"5112","remex",10634,4
"5113","remit",11110,5
"5114","remus",11229,5
"5115","renew",11616,4
"5116","renin",11759,4
"5117","rente",12982,4
"5118","rents",12349,5
"5119","repel",12419,4
"5120","reply",9989,5
"5121","repot",11111,5
"5122","rerun",11407,4
"5123","reset",14006,4
"5124","resew",12640,4
"5125","resht",11538,5
"5126","resin",12783,5
"5127","resit",12823,5
"5128","rests",13373,4
"5129","retem",12293,4
"5130","retie",13456,4
"5131","retro",12350,4
"5132","retry",11065,4
"5133","reuse",13575,4
"5134","revel",11738,4
"5135","revet",11575,4
"5136","revue",11144,4
"5137","reyes",13193,4
"5138","seeks",13362,3
"5139","seems",13788,3
"5140","seeps",13751,3
"5141","segni",11294,5
"5142","segno",11332,5
"5143","segue",12086,4
"5144","seiji",11079,4
"5145","seine",13927,4
"5146","seism",12605,4
"5147","seize",12284,4
"5148","seles",14680,3
"5149","sells",13226,3
"5150","semen",12764,4
"5151","senor",12821,5
"5152","sense",14477,3
"5153","sente",13493,4
"5154","senti",12310,5
"5155","seoul",12120,5
"5156","sepoy",10809,5
"5157","serer",14479,3
"5158","serfs",12068,4
"5159","serge",12990,4
"5160","serif",11518,5
"5161","serin",12783,5
"5162","serow",11495,5
"5163","serum",11229,5
"5164","serve",12559,4
"5165","servo",11414,5
"5166","seton",12348,5
"5167","setup",10719,5
"5168","seven",12046,4
"5169","sever",12559,4
"5170","sewer",12640,4
"5171","sexes",12858,3
"5172","teens",13493,4
"5173","teeny",11696,4
"5174","teeth",11698,3
"5175","tejus",9780,5
"5176","tekki",9056,4
"5177","telex",11053,4
"5178","tells",12242,4
"5179","telly",10445,4
"5180","tempi",9871,5
"5181","tempo",9909,5
"5182","tempt",9437,4
"5183","tenet",12509,3
"5184","tenge",11493,4
"5185","tenno",11324,4
"5186","tenon",11324,4
"5187","tenor",11837,5
"5188","tense",13493,4
"5189","tenth",10041,4
"5190","tents",11876,4
"5191","tepee",13400,3
"5192","teres",14006,4
"5193","terms",11660,5
"5194","terns",12349,5
"5195","terre",13495,3
"5196","terry",11065,4
"5197","terse",14006,4
"5198","tests",12900,3
"5199","testy",11103,4
"5200","teton",11364,4
"5201","tetri",11839,4
"5202","tevet",11102,3
"5203","texts",10257,4
"5204","veery",10762,4
"5205","veils",11066,5
"5206","veins",10863,5
"5207","velox",8461,5
"5208","velum",8488,5
"5209","venom",9188,5
"5210","vents",10429,5
"5211","venue",10631,4
"5212","venus",9998,5
"5213","vepse",11320,4
"5214","verey",10762,4
"5215","verge",10559,4
"5216","verne",11535,4
"5217","verse",12559,4
"5218","verso",11414,5
"5219","verst",10942,5
"5220","vertu",9527,5
"5221","verve",10128,3
"5222","vesey",11273,4
"5223","vests",11453,4
"5224","vexer",9916,4
"5225","weeks",11012,4
"5226","weeny",10330,4
"5227","weeps",11401,4
"5228","weepy",9604,4
"5229","weigh",8133,5
"5230","weill",10326,4
"5231","wells",10876,4
"5232","welsh",9862,5
"5233","welty",8916,5
"5234","weren",11616,4
"5235","weser",12640,4
"5236","xenon",9665,4
"5237","xerox",8559,4
"5238","yells",11429,4
"5239","yemen",10967,4
"5240","zeppo",8189,4
"5241","zeros",11178,5
"5242","zesty",9420,5
"5243","fieri",10968,4
"5244","fiery",9721,5
"5245","fleer",11880,4
"5246","flees",12391,4
"5247","fleet",11407,4
"5248","flesh",9923,5
"5249","fleur",9832,5
"5250","foehn",9208,5
"5251","freer",12190,3
"5252","frees",12701,4
"5253","freon",10532,5
"5254","fresh",10233,5
"5255","fress",12068,4
"5256","frets",11084,5
"5257","freyr",9760,4
"5258","fuego",8652,5
"5259","fuels",10343,5
"5260","ghent",9025,5
"5261","gleet",11696,4
"5262","glenn",9999,4
"5263","glens",11023,5
"5264","greek",10851,4
"5265","green",11966,4
"5266","greet",12006,4
"5267","grevy",8129,5
"5268","guess",11453,4
"5269","guest",10469,5
"5270","ileum",10369,5
"5271","ileus",12082,5
"5272","inept",10560,5
"5273","inert",11799,5
"5274","irene",13416,4
"5275","isere",14440,4
"5276","items",11621,5
"5277","klein",10334,5
"5278","kneel",11517,4
"5279","knees",12338,4
"5280","knell",10063,4
"5281","knelt",9900,5
"5282","kweek",8873,3
"5283","kwell",8737,4
"5284","liege",12130,4
"5285","liens",12473,5
"5286","loess",13535,4
"5287","loewe",11818,4
"5288","loewi",10635,5
"5289","niels",12473,5
"5290","noemi",11069,5
"5291","olein",11961,5
"5292","oleum",10407,5
"5293","omens",11619,5
"5294","opens",11582,5
"5295","opepe",11489,3
"5296","ovens",10901,5
"5297","overt",10430,5
"5298","owens",10982,5
"5299","oxeye",10549,4
"5300","pheno",9747,5
"5301","piers",12057,5
"5302","piety",9787,5
"5303","piezo",9389,5
"5304","poems",10893,5
"5305","poesy",10809,5
"5306","poets",11622,5
"5307","preen",12216,4
"5308","prese",13240,4
"5309","press",12607,4
"5310","prexy",8167,5
"5311","preys",10810,5
"5312","queen",10285,4
"5313","queer",10798,4
"5314","quell",9034,4
"5315","quern",9141,5
"5316","query",8368,5
"5317","quest",9692,5
"5318","queue",9894,3
"5319","rhein",10948,5
"5320","rheum",9394,5
"5321","sheen",12642,4
"5322","sheep",11916,4
"5323","sheer",13155,4
"5324","sheet",12682,4
"5325","sheik",10344,5
"5326","shelf",9923,5
"5327","shell",11391,4
"5328","shent",11025,5
"5329","shewn",9659,5
"5330","siege",12951,4
"5331","sieur",12392,5
"5332","sieve",12520,4
"5333","skeen",12338,4
"5334","skeet",12378,4
"5335","skein",11155,5
"5336","skene",12338,4
"5337","sleek",12541,4
"5338","sleep",12930,4
"5339","sleet",13696,4
"5340","slept",11313,5
"5341","slews",11697,4
"5342","smell",11513,4
"5343","smelt",11350,5
"5344","sneer",13966,4
"5345","speer",13240,4
"5346","speke",11612,4
"5347","spell",11476,4
"5348","spelt",11313,5
"5349","spent",11110,5
"5350","sperm",10894,5
"5351","spews",10768,4
"5352","steel",13696,4
"5353","steen",13493,4
"5354","steep",12767,4
"5355","steer",14006,4
"5356","stein",12310,5
"5357","stele",13696,4
"5358","stems",12171,4
"5359","stent",11876,4
"5360","steps",12134,4
"5361","stern",12349,5
"5362","steve",12086,4
"5363","stews",11534,4
"5364","suety",10672,5
"5365","sweep",11401,4
"5366","sweet",12167,4
"5367","swell",10876,4
"5368","swept",9784,5
"5369","szell",10559,4
"5370","szent",10193,5
"5371","theft",8776,4
"5372","their",10988,5
"5373","theme",10969,4
"5374","there",12171,4
"5375","therm",9825,5
"5376","these",12682,4
"5377","tiers",12823,5
"5378","trees",14006,4
"5379","trent",11365,4
"5380","tress",13373,4
"5381","trews",11023,5
"5382","tweet",11183,3
"5383","twerp",9273,5
"5384","users",12942,4
"5385","uteri",11408,5
"5386","utero",11446,5
"5387","views",9537,5
"5388","viewy",7740,5
"5389","wheel",10495,4
"5390","whelk",7723,5
"5391","whelm",8149,5
"5392","whelp",8112,5
"5393","where",10805,4
"5394","wrens",10983,5
"5395","wrest",11023,5
"5396","wyeth",7902,5
"5397","zweig",7301,5
"5398","fifes",9740,4
"5399","filer",10697,5
"5400","files",11208,5
"5401","filet",10224,5
"5402","finer",10494,5
"5403","fines",11005,5
"5404","fires",11518,5
"5405","fiver",9087,5
"5406","fives",9598,5
"5407","fixer",8875,5
"5408","fixes",9386,5
"5409","flier",10697,5
"5410","flies",11208,5
"5411","floes",11246,5
"5412","flues",10343,5
"5413","flyer",9450,5
"5414","fogey",8270,5
"5415","fomes",10354,5
"5416","foxes",9424,5
"5417","foyer",9759,5
"5418","frier",11007,4
"5419","fries",11518,5
"5420","fryer",9760,4
"5421","fumes",9451,5
"5422","fusee",11797,4
"5423","fusel",10343,5
"5424","fuses",11164,4
"5425","fuzee",9130,4
"5426","giles",11497,5
"5427","gimel",9784,5
"5428","ginep",9544,5
"5429","given",8863,5
"5430","giver",9376,5
"5431","gives",9887,5
"5432","gizeh",7816,5
"5433","gluey",8835,5
"5434","gofer",9556,5
"5435","golem",9822,5
"5436","gomel",9822,5
"5437","goner",10821,5
"5438","gooey",10047,4
"5439","gores",11845,5
"5440","gowen",8982,5
"5441","grief",9518,5
"5442","grieg",9807,4
"5443","gruel",10121,5
"5444","hiker",9833,5
"5445","hirer",11461,4
"5446","hires",11972,5
"5447","hives",10052,5
"5448","hokey",8585,5
"5449","holes",11700,5
"5450","holey",9903,5
"5451","homel",9987,5
"5452","homer",10297,5
"5453","homes",10808,5
"5454","homey",9011,5
"5455","honey",9700,5
"5456","hooey",10212,4
"5457","hopeh",8936,4
"5458","hopei",10221,5
"5459","hoper",10260,5
"5460","hopes",10771,5
"5461","hotei",10987,5
"5462","hotel",10716,5
"5463","hovel",9269,5
"5464","hover",9579,5
"5465","hymen",8499,5
"5466","hyper",8975,5
"5467","ilmen",10760,5
"5468","impel",10034,5
"5469","infer",10494,5
"5470","inger",10783,5
"5471","inlet",11489,5
"5472","inner",11759,4
"5473","inset",12310,5
"5474","inter",11799,5
"5475","isles",13497,4
"5476","islet",12513,5
"5477","joker",9017,5
"5478","jokes",9528,5
"5479","jones",10643,5
"5480","josef",9378,5
"5481","julep",8193,5
"5482","jules",9943,5
"5483","khmer",8670,5
"5484","khuen",8455,5
"5485","kiley",9561,5
"5486","kites",11195,5
"5487","klieg",9358,5
"5488","kopek",8328,4
"5489","kotex",8590,5
"5490","lifer",10697,5
"5491","liger",10986,5
"5492","liken",10334,5
"5493","likes",11358,5
"5494","limen",10760,5
"5495","limes",11784,5
"5496","limey",9987,5
"5497","linen",11449,4
"5498","liner",11962,5
"5499","lines",12473,5
"5500","liter",12002,5
"5501","liven",10042,5
"5502","liver",10555,5
"5503","lives",11066,5
"5504","loner",12000,5
"5505","loren",12000,5
"5506","loser",13024,5
"5507","loses",13535,4
"5508","lover",10593,5
"5509","loves",11104,5
"5510","lower",10674,5
"5511","luger",10121,5
"5512","lumen",9895,5
"5513","lures",12121,5
"5514","lutes",11648,5
"5515","lyres",11739,5
"5516","lyses",12250,4
"5517","miler",11273,5
"5518","miles",11784,5
"5519","mimeo",10380,4
"5520","mimer",10381,4
"5521","miner",11070,5
"5522","mines",11581,5
"5523","miser",12094,5
"5524","miter",11110,5
"5525","mites",11621,5
"5526","mixer",9451,5
"5527","mixes",9962,5
"5528","mizen",8914,5
"5529","mogen",9619,5
"5530","moles",11822,5
"5531","monel",10798,5
"5532","monet",10635,5
"5533","money",9822,5
"5534","mopes",10893,5
"5535","morel",11311,5
"5536","mores",12132,5
"5537","moses",12643,4
"5538","mosey",10846,5
"5539","motel",10838,5
"5540","motet",10675,4
"5541","mover",9701,5
"5542","moves",10212,5
"5543","mower",9782,5
"5544","mules",10919,5
"5545","murex",8586,5
"5546","muser",11229,5
"5547","myles",10537,5
"5548","ngwee",10127,4
"5549","niger",10783,5
"5550","niner",11759,4
"5551","nisei",12744,4
"5552","niter",11799,5
"5553","nomen",10595,4
"5554","nones",12308,4
"5555","noreg",10821,5
"5556","noses",13332,4
"5557","nosey",11535,5
"5558","notes",12348,5
"5559","novel",10080,5
"5560","noyes",11535,5
"5561","numen",9692,4
"5562","offer",9267,4
"5563","often",10059,5
"5564","ogler",11024,5
"5565","oiler",12474,5
"5566","onset",12348,5
"5567","oozes",11177,4
"5568","optez",8955,5
"5569","oriel",12474,5
"5570","ormer",11621,4
"5571","osier",13295,5
"5572","other",11026,5
"5573","otter",11877,4
"5574","ousel",12120,5
"5575","outer",11446,5
"5576","ouzel",9453,5
"5577","owlet",10201,5
"5578","owner",10471,5
"5579","pikes",10429,5
"5580","pilei",11197,4
"5581","piles",11747,5
"5582","pines",11544,5
"5583","piper",10307,4
"5584","pipes",10818,4
"5585","pipet",9834,4
"5586","pixel",9104,5
"5587","plier",11236,5
"5588","plies",11747,5
"5589","plyer",9989,5
"5590","plzen",8606,5
"5591","pogey",8809,5
"5592","poker",9956,5
"5593","pokey",8670,5
"5594","poler",11274,5
"5595","poles",11785,5
"5596","popes",10856,4
"5597","pores",12095,5
"5598","poser",12095,5
"5599","poses",12606,4
"5600","power",9745,5
"5601","puget",8719,5
"5602","pukes",9564,5
"5603","pulex",8239,5
"5604","pupet",8969,4
"5605","puree",11825,4
"5606","purer",10681,4
"5607","pusey",9906,5
"5608","pyrex",8167,5
"5609","quiet",9142,5
"5610","rigel",10986,5
"5611","riley",11189,5
"5612","ripen",11033,5
"5613","risen",12783,5
"5614","riser",13296,4
"5615","rises",13807,4
"5616","rites",12823,5
"5617","riven",10352,5
"5618","river",10865,4
"5619","rivet",10392,5
"5620","roger",11334,4
"5621","roget",10861,5
"5622","roles",13024,5
"5623","romeo",11620,4
"5624","roneo",12309,4
"5625","roper",11584,4
"5626","ropes",12095,5
"5627","ropey",10298,5
"5628","roses",13845,4
"5629","rover",10903,4
"5630","rowel",10674,5
"5631","rower",10984,4
"5632","rugel",10121,5
"5633","ruler",11610,4
"5634","rules",12121,5
"5635","rumen",10205,5
"5636","rumex",8586,5
"5637","runes",11918,5
"5638","rupee",11825,4
"5639","shier",11972,5
"5640","shlep",10462,5
"5641","shoes",12521,4
"5642","shrew",10172,5
"5643","shyer",10725,5
"5644","sigeh",10483,5
"5645","silex",10854,5
"5646","sinew",10944,5
"5647","siren",12783,5
"5648","sites",13334,4
"5649","sixer",11164,5
"5650","sizes",11651,4
"5651","skier",11668,5
"5652","skies",12179,4
"5653","slier",12986,5
"5654","sloes",13535,4
"5655","slyer",11739,5
"5656","snoek",11193,5
"5657","soles",13535,4
"5658","soren",12821,5
"5659","sores",13845,4
"5660","sorex",11202,5
"5661","sower",11495,5
"5662","spiel",11747,5
"5663","spies",12568,4
"5664","spree",13240,4
"5665","stoep",11622,5
"5666","strep",11623,5
"5667","strew",11023,5
"5668","sumer",11229,5
"5669","super",11192,5
"5670","thief",9210,5
"5671","three",12171,4
"5672","threw",9188,5
"5673","tiger",10823,5
"5674","tiler",12002,5
"5675","tiles",12513,5
"5676","timer",11110,5
"5677","times",11621,5
"5678","tines",12310,5
"5679","tires",12823,5
"5680","titer",11839,4
"5681","token",10209,5
"5682","tokes",11233,5
